Num_acc,Date,Conditions Lumineuses,Conditions Atmosphériques,Etat Surface,Catégorie Route,Vitesse Maximale Autorisée,Type Collision,Nombre Véhicules Impliqués,Nombre Usagers Impliqués,Gravité
7499,2022-01-14 16:54:38,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,,
7500,2022-01-10 22:32:31,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,6.0,1.0
7502,2022-01-18 06:13:29,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,2.0,
7503,2022-01-26 09:24:44,Jour,Normal,Sec,Route Départementale,80.0,Autre,,1.0,0.0
7504,2022-01-15 18:31:19,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,
7506,2022-01-25 19:53:43,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,2.0,0.0
7507,2022-01-31 00:10:36,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,,1.0
7508,2022-01-31 01:14:01,Nuit,Normal,Sec,70.0,70.0,Frontale,,3.0,
7509,2022-01-27 03:53:00,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,1.0,0.0
7510,2022-01-30 16:44:19,Jour,Normal,Sec,Voie Communale,30.0,,1.0,,0.0
7511,2022-01-26 02:56:16,Nuit,Normal,Sec,Voie Communale,50.0,,2.0,,0.0
7512,2022-01-11 03:03:40,Nuit,Normal,Sec,80.0,80.0,Par l'arrière,2.0,2.0,
7513,2022-01-10 12:44:34,Jour,Normal,Sec,Route Nationale,90.0,Autre,3.0,,0.0
7517,2022-01-06 22:10:39,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,,2.0,0.0
7518,2022-01-05 03:41:27,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,1.0,0.0
7519,2022-01-10 03:13:02,Nuit,Normal,Sec,Route Départementale,75.0,Frontale,2.0,4.0,
7520,2022-01-25 08:32:09,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,3.0,0.0
7522,2022-01-29 03:25:26,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,,3.0,0.0
7524,2022-01-05 10:25:58,Jour,Normal,Sec,50.0,50.0,Autre,1.0,,0.0
7525,2022-01-06 10:53:30,Jour,Normal,Sec,Voie Communale,30.0,,,5.0,0.0
7526,2022-01-24 21:18:06,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,3.0,1.0
7528,2022-01-11 12:29:02,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,4.0,1.0
7529,2022-01-18 23:59:09,Nuit,Normal,Sec,Route Départementale,70.0,,2.0,4.0,
7531,2022-01-23 15:41:36,Jour,Normal,Sec,Route Nationale,100.0,,,2.0,0.0
7532,2022-01-17 12:24:22,Jour,Normal,Sec,Voie Communale,30.0,,,3.0,0.0
7534,2022-01-14 22:17:47,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,,2.0,
7535,2022-01-15 18:50:16,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,4.0,
7536,2022-01-31 07:43:49,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,
7538,2022-01-21 14:53:43,Jour,Normal,Sec,Route Départementale,80.0,,,6.0,0.0
7541,2022-01-24 00:32:41,Nuit,Normal,Sec,Voie Communale,30.0,,,2.0,0.0
7542,2022-01-18 16:50:39,Jour,Normal,Sec,80.0,80.0,Par le coté,2.0,3.0,
7543,2022-01-06 18:18:47,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,,2.0,0.0
7544,2022-01-02 09:59:28,Jour,Normal,Sec,Voie Communale,30.0,,1.0,,0.0
7545,2022-01-02 15:02:43,Jour,Normal,Sec,70.0,70.0,Autre,3.0,,0.0
7548,2022-01-11 02:33:14,Nuit,Normal,Sec,Route Départementale,80.0,,,3.0,0.0
7549,2022-01-13 08:35:06,Jour,Normal,Sec,Route Départementale,75.0,,1.0,,0.0
7550,2022-01-22 14:34:39,Jour,Normal,Sec,80.0,80.0,Par le coté,2.0,4.0,
7551,2022-01-15 11:05:24,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,4.0,0.0
7552,2022-01-15 04:31:35,Nuit,Normal,Sec,Route Départementale,80.0,Autre,1.0,1.0,0.0
7553,2022-01-27 12:26:46,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,,0.0
7557,2022-01-31 14:11:12,Jour,Normal,Sec,Route Nationale,90.0,Frontale,2.0,,0.0
7559,2022-01-02 12:04:07,Jour,Normal,Sec,Autoroute,130.0,Autre,,,0.0
7560,2022-01-01 09:21:57,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,,0.0
7561,2022-01-24 12:23:20,Jour,Normal,Sec,Route Départementale,70.0,Autre,1.0,1.0,0.0
7563,2022-01-12 07:26:24,Nuit,Normal,Sec,Route Nationale,110.0,Autre,1.0,,0.0
7565,2022-01-18 17:29:30,Nuit,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,3.0,1.0
7566,2022-01-14 19:08:26,Nuit,Normal,Sec,Route Départementale,70.0,,3.0,3.0,1.0
7568,2022-01-06 11:24:26,Jour,Normal,Sec,80.0,80.0,Par le coté,2.0,5.0,
7572,2022-01-18 23:17:47,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,6.0,
7574,2022-01-29 00:13:48,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,2.0,0.0
7576,2022-01-29 22:10:46,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,,1.0
7578,2022-01-31 07:18:52,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,,0.0
7580,2022-01-02 18:50:29,Nuit,Normal,Sec,80.0,80.0,,1.0,2.0,0.0
7583,2022-01-27 01:22:55,Nuit,Normal,Sec,Route Départementale,70.0,Frontale,2.0,7.0,0.0
7585,2022-01-30 01:29:31,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,5.0,1.0
7586,2022-01-23 09:34:03,Jour,Normal,Sec,Route Départementale,75.0,,,4.0,
7589,2022-01-12 13:36:27,Jour,Normal,Sec,Voie Communale,50.0,Par le coté,,3.0,0.0
7590,2022-01-10 21:31:00,Nuit,Normal,Sec,80.0,80.0,Autre,,,0.0
7591,2022-01-25 22:47:38,Nuit,Normal,Sec,50.0,50.0,,2.0,2.0,
7593,2022-01-06 23:23:14,Nuit,Normal,Sec,50.0,50.0,Autre,3.0,6.0,0.0
7594,2022-01-27 05:09:52,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
7595,2022-01-21 18:15:11,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,,0.0
7596,2022-01-27 14:28:45,Jour,Normal,Sec,Route Départementale,70.0,,3.0,10.0,1.0
7597,2022-01-28 09:22:26,Jour,Normal,Sec,80.0,80.0,Autre,,,
7598,2022-01-01 10:47:10,Jour,Normal,Sec,Route Départementale,80.0,Par le coté,,,0.0
7602,2022-01-22 01:58:08,Nuit,Normal,Sec,80.0,80.0,Par l'arrière,2.0,4.0,
7605,2022-01-13 09:34:07,Jour,Normal,Sec,Route Départementale,75.0,Par l'arrière,,,0.0
7607,2022-01-21 21:57:35,Nuit,Normal,Sec,50.0,50.0,Par le coté,,5.0,0.0
7609,2022-01-24 13:12:42,Jour,Normal,Sec,80.0,80.0,Par l'arrière,2.0,4.0,
7611,2022-01-22 20:44:47,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,,
7612,2022-01-05 21:48:55,Nuit,Normal,Sec,Route Départementale,80.0,,3.0,,0.0
7615,2022-01-16 18:04:02,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,3.0,
7618,2022-01-01 03:53:00,Nuit,Normal,Sec,Voie Communale,40.0,,1.0,3.0,0.0
7620,2022-01-27 11:09:07,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,,0.0
7621,2022-01-22 05:23:22,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,,2.0,0.0
7622,2022-01-12 01:18:34,Nuit,Normal,Sec,Route Départementale,70.0,Autre,1.0,1.0,0.0
7624,2022-01-29 18:56:34,Nuit,Normal,Sec,50.0,50.0,,2.0,4.0,
7625,2022-01-31 18:21:44,Nuit,Normal,Sec,70.0,70.0,Par le coté,2.0,3.0,
7627,2022-01-11 22:12:03,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,,0.0
7631,2022-01-29 09:12:49,Jour,Normal,Sec,Route Nationale,90.0,,2.0,6.0,1.0
7632,2022-01-27 06:57:32,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,4.0,0.0
7634,2022-01-05 14:36:00,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,4.0,0.0
7635,2022-01-10 23:08:18,Nuit,Normal,Sec,50.0,50.0,,1.0,1.0,0.0
7636,2022-01-21 00:05:53,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,,
7637,2022-01-31 08:45:48,Jour,Normal,Sec,Route Départementale,70.0,Par le coté,,,0.0
7638,2022-01-25 06:32:44,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,3.0,1.0
7639,2022-01-16 06:49:57,Nuit,Normal,Sec,70.0,70.0,,4.0,5.0,1.0
7641,2022-01-27 13:30:48,Jour,Normal,Sec,Route Départementale,70.0,Autre,1.0,1.0,0.0
7642,2022-01-06 19:33:32,Nuit,Normal,Sec,Voie Communale,50.0,Frontale,,2.0,
7644,2022-01-06 00:33:02,Nuit,Normal,Sec,Route Départementale,75.0,,,,0.0
7646,2022-01-28 05:36:14,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,5.0,
7649,2022-01-25 06:25:13,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,3.0,0.0
7651,2022-01-21 00:28:58,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,,
7652,2022-01-25 15:05:31,Jour,Normal,Sec,Autoroute,130.0,Autre,1.0,2.0,
7654,2022-01-18 15:51:24,Jour,Normal,Sec,Autoroute,130.0,Frontale,2.0,,0.0
7656,2022-01-25 06:46:37,Nuit,Normal,Sec,Voie Communale,50.0,,2.0,3.0,
7657,2022-01-15 06:36:38,Nuit,Normal,Sec,80.0,80.0,Frontale,2.0,2.0,
7658,2022-01-27 14:52:44,Jour,Normal,Sec,Autoroute,130.0,Frontale,2.0,,0.0
7659,2022-01-17 09:04:32,Jour,Normal,Sec,Voie Communale,30.0,,,1.0,0.0
7663,2022-01-29 00:55:18,Nuit,Normal,Sec,Route Départementale,75.0,Frontale,2.0,,1.0
7666,2022-01-29 19:27:16,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,,3.0,0.0
7669,2022-01-17 19:19:53,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,5.0,1.0
7673,2022-01-23 09:59:01,Jour,Normal,Sec,Voie Communale,40.0,Par l'arrière,,,0.0
7676,2022-01-06 09:53:05,Jour,Normal,Sec,Route Départementale,75.0,Par l'arrière,,,
7677,2022-01-26 01:51:44,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,,8.0,0.0
7679,2022-01-28 18:35:22,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,,0.0
7681,2022-01-28 03:23:49,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,0.0
7682,2022-01-10 13:00:23,Jour,Normal,Sec,Voie Communale,30.0,Autre,3.0,5.0,0.0
7683,2022-01-20 12:29:48,Jour,Normal,Sec,Route Départementale,75.0,,2.0,2.0,
7685,2022-01-29 09:44:27,Jour,Normal,Sec,Voie Communale,50.0,Par le coté,,,
7686,2022-01-21 22:02:49,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,3.0,1.0
7687,2022-01-06 03:54:26,Nuit,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,6.0,0.0
7688,2022-01-26 16:22:50,Jour,Normal,Sec,Route Départementale,75.0,,2.0,3.0,1.0
7690,2022-01-15 14:03:26,Jour,Normal,Sec,Voie Communale,50.0,Autre,,1.0,
7693,2022-01-20 20:47:15,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,,0.0
7695,2022-01-10 20:28:13,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,5.0,1.0
7696,2022-01-15 07:14:05,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
7697,2022-01-20 18:18:31,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,
7707,2022-01-06 21:23:06,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,,
7708,2022-01-17 19:30:00,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,0.0
7710,2022-01-20 00:35:37,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,,0.0
7713,2022-01-22 05:13:09,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,2.0,
7715,2022-01-26 00:33:52,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,4.0,
7716,2022-01-12 01:46:48,Nuit,Normal,Sec,110.0,110.0,Par l'arrière,2.0,2.0,0.0
7717,2022-01-14 03:40:16,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,5.0,1.0
7719,2022-01-16 22:54:56,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,3.0,0.0
7720,2022-01-13 16:14:21,Jour,Normal,Sec,Voie Communale,40.0,,3.0,,
7721,2022-01-11 11:35:35,Jour,Normal,Sec,Voie Communale,40.0,Autre,,1.0,1.0
7722,2022-01-23 07:14:18,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,6.0,1.0
7724,2022-01-27 23:01:19,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,,
7727,2022-01-28 01:08:49,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,6.0,0.0
7729,2022-01-01 07:50:40,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,1.0,1.0
7733,2022-01-29 19:45:30,Nuit,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,3.0,0.0
7737,2022-01-11 09:05:19,Jour,Normal,Sec,Route Départementale,75.0,,2.0,6.0,1.0
7739,2022-01-17 22:00:03,Nuit,Normal,Sec,50.0,50.0,,1.0,2.0,
7742,2022-01-15 14:07:07,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,1.0
7743,2022-01-12 08:23:48,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,7.0,0.0
7744,2022-01-20 12:14:04,Jour,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,3.0,
7745,2022-01-26 10:14:22,Jour,Normal,Sec,Route Départementale,75.0,,,3.0,0.0
7746,2022-01-14 01:47:36,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,2.0,0.0
7747,2022-01-13 04:37:07,Nuit,Normal,Sec,Route Nationale,100.0,Autre,,8.0,0.0
7748,2022-01-13 00:49:49,Nuit,Normal,Sec,70.0,70.0,Par le coté,,,0.0
7750,2022-01-23 22:34:48,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,3.0,0.0
7751,2022-01-26 16:40:04,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,1.0
7752,2022-01-29 17:18:46,Jour,Normal,Sec,50.0,50.0,Par le coté,2.0,,
7755,2022-01-10 11:26:12,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,,,0.0
7760,2022-01-01 08:34:28,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,,3.0,
7761,2022-01-15 14:31:56,Jour,Normal,Sec,80.0,80.0,Frontale,2.0,5.0,0.0
7762,2022-01-22 18:22:49,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,5.0,
7763,2022-01-23 15:48:18,Jour,Normal,Sec,Voie Communale,50.0,,2.0,5.0,1.0
7768,2022-01-31 08:49:47,Jour,Normal,Sec,Route Départementale,80.0,Par le coté,,,0.0
7769,2022-01-21 07:26:30,Nuit,Normal,Sec,Autoroute,130.0,,,4.0,
7770,2022-01-11 02:35:54,Nuit,Normal,Sec,50.0,50.0,Par l'arrière,2.0,3.0,0.0
7771,2022-01-31 16:00:22,Jour,Normal,Sec,Route Départementale,75.0,,1.0,1.0,
7773,2022-01-25 07:59:43,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,2.0,
7776,2022-01-13 22:33:35,Nuit,Normal,Sec,Voie Communale,30.0,Autre,,1.0,0.0
7777,2022-01-17 00:54:24,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,,3.0,1.0
7779,2022-01-21 02:31:02,Nuit,Normal,Sec,Route Départementale,70.0,,,7.0,0.0
7781,2022-01-27 08:31:47,Nuit,Normal,Sec,Route Départementale,80.0,Autre,1.0,,1.0
7783,2022-01-23 08:41:40,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,0.0
7785,2022-01-06 12:15:56,Jour,Normal,Sec,70.0,70.0,Par l'arrière,2.0,,
7787,2022-01-21 06:09:10,Nuit,Normal,Sec,50.0,50.0,,1.0,,0.0
7788,2022-01-18 21:22:56,Nuit,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,4.0,0.0
7789,2022-01-05 05:35:37,Nuit,Normal,Sec,70.0,70.0,,2.0,,1.0
7790,2022-01-15 22:49:05,Nuit,Normal,Sec,Autoroute,130.0,,1.0,1.0,0.0
7792,2022-01-31 02:43:26,Nuit,Normal,Sec,80.0,80.0,Frontale,2.0,3.0,0.0
7793,2022-01-25 20:17:52,Nuit,Normal,Sec,Voie Communale,50.0,,,1.0,0.0
7794,2022-01-13 23:08:19,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,,1.0
7795,2022-01-28 05:26:26,Nuit,Normal,Sec,80.0,80.0,,1.0,,
7796,2022-01-02 15:45:49,Jour,Normal,Sec,Route Départementale,75.0,,2.0,6.0,0.0
7797,2022-01-10 13:26:41,Jour,Normal,Sec,Route Départementale,80.0,Frontale,,2.0,0.0
7798,2022-01-31 04:46:08,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,,1.0
7799,2022-01-15 04:34:26,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,2.0,0.0
7803,2022-01-11 10:14:22,Jour,Normal,Sec,Voie Communale,40.0,,,,0.0
7804,2022-01-05 04:38:35,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,1.0,0.0
7806,2022-01-10 08:38:22,Jour,Normal,Sec,Voie Communale,30.0,,2.0,,0.0
7812,2022-01-01 03:51:12,Nuit,Normal,Sec,80.0,80.0,,2.0,5.0,0.0
7813,2022-01-30 04:56:24,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,1.0,
7814,2022-01-20 14:59:42,Jour,Normal,Sec,Autoroute,130.0,,1.0,,
7816,2022-01-05 05:27:45,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,,
7818,2022-01-20 04:28:19,Nuit,Normal,Sec,Voie Communale,30.0,Autre,3.0,4.0,
7823,2022-01-28 04:09:08,Nuit,Normal,Sec,70.0,70.0,Par le coté,2.0,2.0,0.0
7825,2022-01-13 18:43:47,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,,2.0,
7826,2022-01-24 13:31:17,Jour,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,2.0,
7828,2022-01-10 18:16:13,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,,2.0,0.0
7829,2022-01-24 20:13:15,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,2.0,
7831,2022-01-02 11:21:17,Jour,Normal,Sec,Route Nationale,100.0,,2.0,,0.0
7832,2022-01-15 01:53:25,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,,2.0,
7833,2022-01-22 22:45:25,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,1.0
7834,2022-01-30 00:26:21,Nuit,Normal,Sec,50.0,50.0,Frontale,2.0,2.0,
7836,2022-01-24 08:41:49,Jour,Normal,Sec,Voie Communale,30.0,,,3.0,0.0
7837,2022-01-27 03:53:15,Nuit,Normal,Sec,Voie Communale,40.0,,,8.0,0.0
7838,2022-01-31 12:32:28,Jour,Normal,Sec,90.0,90.0,Autre,,2.0,0.0
7839,2022-01-06 08:25:57,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,,0.0
7840,2022-01-25 14:18:20,Jour,Normal,Sec,Voie Communale,50.0,Frontale,,3.0,
7841,2022-01-26 00:26:03,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,2.0,1.0
7842,2022-01-26 19:34:16,Nuit,Normal,Sec,Autoroute,130.0,Autre,,3.0,0.0
7843,2022-01-23 17:39:10,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,
7844,2022-01-14 00:40:06,Nuit,Normal,Sec,90.0,90.0,Frontale,2.0,4.0,
7845,2022-01-10 18:02:20,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,,2.0,
7849,2022-01-10 06:51:28,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,3.0,0.0
7851,2022-01-05 23:15:27,Nuit,Normal,Sec,Route Départementale,70.0,Par l'arrière,2.0,2.0,1.0
7852,2022-01-16 13:17:43,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,,3.0,1.0
7853,2022-01-16 08:19:18,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,2.0,1.0
7857,2022-01-14 04:28:50,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,,2.0,0.0
7858,2022-01-16 20:57:29,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,3.0,0.0
7859,2022-01-26 06:02:03,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,,,1.0
7860,2022-01-22 20:35:06,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,,3.0,1.0
7862,2022-01-15 21:05:22,Nuit,Normal,Sec,Voie Communale,30.0,,,1.0,
7866,2022-01-02 18:21:09,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,4.0,
7867,2022-01-12 01:06:50,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,1.0,0.0
7868,2022-01-18 06:26:39,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,5.0,1.0
7870,2022-01-12 07:22:19,Nuit,Normal,Sec,80.0,80.0,Autre,,1.0,
7871,2022-01-17 00:07:53,Nuit,Normal,Sec,Route Départementale,80.0,,2.0,2.0,0.0
7873,2022-01-26 01:25:04,Nuit,Normal,Sec,Autoroute,130.0,Frontale,,2.0,
7874,2022-01-24 09:32:41,Jour,Normal,Sec,80.0,80.0,Autre,1.0,2.0,
7875,2022-01-22 23:34:42,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,0.0
7876,2022-01-30 16:04:36,Jour,Normal,Sec,Route Départementale,80.0,Autre,,6.0,1.0
7877,2022-01-26 23:31:08,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,1.0,0.0
7879,2022-01-01 03:49:27,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,,0.0
7880,2022-01-18 04:27:13,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,4.0,
7882,2022-01-23 02:08:36,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,3.0,1.0
7884,2022-01-20 16:41:23,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,3.0,0.0
7885,2022-01-06 02:13:02,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,,0.0
7886,2022-01-30 03:40:11,Nuit,Normal,Sec,Autoroute,130.0,Frontale,2.0,2.0,0.0
7888,2022-01-06 07:31:25,Nuit,Normal,Sec,Route Nationale,90.0,Autre,1.0,2.0,0.0
7890,2022-01-26 07:06:54,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,,0.0
7891,2022-01-06 16:44:47,Jour,Normal,Sec,Autoroute,130.0,,,2.0,0.0
7892,2022-01-31 16:25:26,Jour,Normal,Sec,Route Départementale,80.0,,,1.0,0.0
7893,2022-01-31 17:12:56,Jour,Normal,Sec,50.0,50.0,Par l'arrière,2.0,3.0,0.0
7895,2022-01-12 21:03:40,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,2.0,0.0
7896,2022-01-17 20:24:10,Nuit,Normal,Sec,Voie Communale,50.0,,1.0,1.0,1.0
7897,2022-01-26 11:32:07,Jour,Normal,Sec,Voie Communale,30.0,,,2.0,
7899,2022-01-25 08:22:54,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,5.0,0.0
7901,2022-01-01 01:44:31,Nuit,Normal,Sec,Autoroute,130.0,,,,
7903,2022-01-12 13:28:20,Jour,Normal,Sec,Route Nationale,90.0,,1.0,,
7904,2022-01-11 15:10:58,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,0.0
7905,2022-01-16 01:02:09,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,
7906,2022-01-26 21:05:22,Nuit,Normal,Sec,Route Nationale,90.0,Autre,1.0,1.0,0.0
7912,2022-01-20 07:14:53,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,,,
7915,2022-01-31 09:26:48,Jour,Normal,Sec,Autoroute,130.0,,2.0,6.0,
7916,2022-01-16 06:19:03,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,
7917,2022-01-02 11:26:48,Jour,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,3.0,0.0
7920,2022-01-05 02:47:07,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,1.0
7921,2022-01-20 01:47:57,Nuit,Normal,Sec,Route Nationale,100.0,,2.0,3.0,
7922,2022-01-20 15:19:02,Jour,Normal,Sec,Voie Communale,40.0,,1.0,1.0,0.0
7926,2022-01-20 17:31:46,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,,,
7927,2022-01-01 22:50:46,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,,2.0,0.0
7929,2022-01-10 18:38:53,Nuit,Normal,Sec,Route Départementale,70.0,,2.0,2.0,1.0
7931,2022-01-18 07:26:33,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,5.0,0.0
7932,2022-01-12 14:46:48,Jour,Normal,Sec,Voie Communale,40.0,Autre,3.0,3.0,0.0
7935,2022-01-14 19:44:13,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,,2.0,0.0
7937,2022-01-31 00:53:38,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,,0.0
7938,2022-01-26 17:36:02,Nuit,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,6.0,
7939,2022-01-12 01:49:25,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,0.0
7940,2022-01-30 03:25:29,Nuit,Normal,Sec,Route Départementale,80.0,,,7.0,0.0
7941,2022-01-13 13:31:50,Jour,Normal,Sec,Voie Communale,30.0,,2.0,3.0,0.0
7942,2022-01-20 20:06:37,Nuit,Normal,Sec,Route Départementale,70.0,,2.0,2.0,0.0
7943,2022-01-31 15:58:17,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,
7944,2022-01-28 23:35:06,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,,0.0
7946,2022-01-11 11:50:23,Jour,Normal,Sec,Route Départementale,70.0,,2.0,,0.0
7948,2022-01-23 20:51:45,Nuit,Normal,Sec,Route Nationale,100.0,Autre,1.0,,0.0
7949,2022-01-31 16:53:57,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,,0.0
7952,2022-01-05 03:52:23,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,1.0
